Tåguppdrag,Tågnr,Tågordning uppdrag,Datum (PAU),Tågslag,UppehållstypAvgång,UppehållstypAnkomst,Delsträckanummer,Första platssignatur,Första platssignatur för uppdrag,Sista platssignatur,Sista platssignatur för uppdrag,Avgångsplats,Från platssignatur,Ankomstplats,Till platssignatur,Sträcka med riktning,Inställelseorsakskod,Inställelseorsak,Ankomsttid,Avgångstid,Planerad ankomsttid,Planerad avgångstid,Dragfordonsid,Framförda tågkm,Rapporterad tågvikt,Rapporterad tåglängd,Antal rapporterade vagnar,Antal rapporterade hjulaxlar,Inställtflagga,Planeringsstatus
2537,002537,1,2015-01-01,RST,Första,Uppehåll,1,KÄN,KÄN,VHE,VHE,Kungsängen,Kän,Kallhäll,Khä,Kän-Khä,-,-,2015-01-01 13:22,2015-01-01 13:20,2015-01-01 13:23,2015-01-01 13:19,X606083,5.16126,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Uppehåll,2,KÄN,KÄN,VHE,VHE,Kallhäll,Khä,Jakobsberg,Jkb,Khä-Jkb,-,-,2015-01-01 13:26,2015-01-01 13:23,2015-01-01 13:27,2015-01-01 13:23,X606083,3.58323,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Uppehåll,3,KÄN,KÄN,VHE,VHE,Jakobsberg,Jkb,Barkarby,Bkb,Jkb-Bkb,-,-,2015-01-01 13:29,2015-01-01 13:27,2015-01-01 13:30,2015-01-01 13:27,X606083,2.90488,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Uppehåll,4,KÄN,KÄN,VHE,VHE,Barkarby,Bkb,Spånga,Spå,Bkb-Spå,-,-,2015-01-01 13:33,2015-01-01 13:30,2015-01-01 13:34,2015-01-01 13:30,X606083,3.17353,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Passage,5,KÄN,KÄN,VHE,VHE,Spånga,Spå,Duvbo,Duo,Spå-Duo,-,-,2015-01-01 13:35,2015-01-01 13:34,2015-01-01 13:36,2015-01-01 13:34,X606083,2.50390,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Passage,Uppehåll,6,KÄN,KÄN,VHE,VHE,Duvbo,Duo,Sundbyberg,Sub,Duo-Sub,-,-,2015-01-01 13:37,2015-01-01 13:35,2015-01-01 13:39,2015-01-01 13:36,X606083,2.52229,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Passage,7,KÄN,KÄN,VHE,VHE,Sundbyberg,Sub,Huvudsta,Huv,Sub-Huv,-,-,2015-01-01 13:41,2015-01-01 13:39,2015-01-01 13:41,2015-01-01 13:39,X606083,1.94789,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Passage,Uppehåll,8,KÄN,KÄN,VHE,VHE,Huvudsta,Huv,Karlberg,Ke,Huv-Ke,-,-,2015-01-01 13:43,2015-01-01 13:41,2015-01-01 13:43,2015-01-01 13:41,X606083,2.45735,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Uppehåll,9,KÄN,KÄN,VHE,VHE,Karlberg,Ke,Stockholm C,Cst,Ke-Cst,-,-,2015-01-01 13:46,2015-01-01 13:43,2015-01-01 13:47,2015-01-01 13:43,X606083,2.08800,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Uppehåll,10,KÄN,KÄN,VHE,VHE,Stockholm C,Cst,Stockholm Södra,Sst,Cst-Sst,-,-,2015-01-01 13:51,2015-01-01 13:49,2015-01-01 13:52,2015-01-01 13:49,X606083,2.33011,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Uppehåll,11,KÄN,KÄN,VHE,VHE,Stockholm Södra,Sst,Årstaberg,Åbe,Sst-Åbe,-,-,2015-01-01 13:54,2015-01-01 13:53,2015-01-01 13:55,2015-01-01 13:52,X606083,2.61269,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Uppehåll,12,KÄN,KÄN,VHE,VHE,Årstaberg,Åbe,Älvsjö,Äs,Åbe-Äs,-,-,2015-01-01 13:57,2015-01-01 13:56,2015-01-01 13:59,2015-01-01 13:55,X606083,2.91984,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Passage,13,KÄN,KÄN,VHE,VHE,Älvsjö,Äs,Högdalen,Hön,Äs-Hön,-,-,2015-01-01 14:02,2015-01-01 14:00,2015-01-01 14:03,2015-01-01 14:00,X606083,3.62386,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Passage,Uppehåll,14,KÄN,KÄN,VHE,VHE,Högdalen,Hön,Farsta strand,Fas,Hön-Fas,-,-,2015-01-01 14:04,2015-01-01 14:02,2015-01-01 14:06,2015-01-01 14:03,X606083,3.97423,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Uppehåll,15,KÄN,KÄN,VHE,VHE,Farsta strand,Fas,Trångsund,Tåd,Fas-Tåd,-,-,2015-01-01 14:07,2015-01-01 14:06,2015-01-01 14:08,2015-01-01 14:06,X606083,2.03665,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Uppehåll,16,KÄN,KÄN,VHE,VHE,Trångsund,Tåd,Skogås,Skg,Tåd-Skg,-,-,2015-01-01 14:10,2015-01-01 14:08,2015-01-01 14:10,2015-01-01 14:08,X606083,1.65807,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Uppehåll,17,KÄN,KÄN,VHE,VHE,Skogås,Skg,Handen,Hnd,Skg-Hnd,-,-,2015-01-01 14:15,2015-01-01 14:11,2015-01-01 14:16,2015-01-01 14:10,X606083,6.50980,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Uppehåll,18,KÄN,KÄN,VHE,VHE,Handen,Hnd,Jordbro,Jbo,Hnd-Jbo,-,-,2015-01-01 14:17,2015-01-01 14:16,2015-01-01 14:19,2015-01-01 14:16,X606083,2.70859,206.00,107.10,0,14,N,P
2537,002537,1,2015-01-01,RST,Uppehåll,Sista,19,KÄN,KÄN,VHE,VHE,Jordbro,Jbo,Västerhaninge,Vhe,Jbo-Vhe,-,-,2015-01-01 14:20,2015-01-01 14:19,2015-01-01 14:22,2015-01-01 14:19,X606083,2.62940,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Första,Uppehåll,1,VHE,VHE,KÄN,KÄN,Västerhaninge,Vhe,Jordbro,Jbo,Vhe-Jbo,-,-,2015-01-01 13:40,2015-01-01 13:38,2015-01-01 13:41,2015-01-01 13:38,X606075,2.62940,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Uppehåll,2,VHE,VHE,KÄN,KÄN,Jordbro,Jbo,Handen,Hnd,Jbo-Hnd,-,-,2015-01-01 13:43,2015-01-01 13:42,2015-01-01 13:44,2015-01-01 13:41,X606075,2.70859,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Uppehåll,3,VHE,VHE,KÄN,KÄN,Handen,Hnd,Skogås,Skg,Hnd-Skg,-,-,2015-01-01 13:48,2015-01-01 13:44,2015-01-01 13:50,2015-01-01 13:44,X606075,6.50980,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Uppehåll,4,VHE,VHE,KÄN,KÄN,Skogås,Skg,Trångsund,Tåd,Skg-Tåd,-,-,2015-01-01 13:51,2015-01-01 13:50,2015-01-01 13:52,2015-01-01 13:50,X606075,1.65807,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Uppehåll,5,VHE,VHE,KÄN,KÄN,Trångsund,Tåd,Farsta strand,Fas,Tåd-Fas,-,-,2015-01-01 13:53,2015-01-01 13:52,2015-01-01 13:55,2015-01-01 13:52,X606075,2.03665,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Passage,6,VHE,VHE,KÄN,KÄN,Farsta strand,Fas,Högdalen,Hön,Fas-Hön,-,-,2015-01-01 13:57,2015-01-01 13:55,2015-01-01 13:58,2015-01-01 13:55,X606075,3.97423,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Passage,Uppehåll,7,VHE,VHE,KÄN,KÄN,Högdalen,Hön,Älvsjö,Äs,Hön-Äs,-,-,2015-01-01 13:59,2015-01-01 13:57,2015-01-01 14:01,2015-01-01 13:58,X606075,3.62386,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Uppehåll,8,VHE,VHE,KÄN,KÄN,Älvsjö,Äs,Årstaberg,Åbe,Äs-Åbe,-,-,2015-01-01 14:03,2015-01-01 14:01,2015-01-01 14:04,2015-01-01 14:01,X606075,2.91984,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Uppehåll,9,VHE,VHE,KÄN,KÄN,Årstaberg,Åbe,Stockholm Södra,Sst,Åbe-Sst,-,-,2015-01-01 14:06,2015-01-01 14:04,2015-01-01 14:07,2015-01-01 14:04,X606075,2.61269,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Uppehåll,10,VHE,VHE,KÄN,KÄN,Stockholm Södra,Sst,Stockholm C,Cst,Sst-Cst,-,-,2015-01-01 14:09,2015-01-01 14:07,2015-01-01 14:11,2015-01-01 14:07,X606075,2.33011,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Uppehåll,11,VHE,VHE,KÄN,KÄN,Stockholm C,Cst,Karlberg,Ke,Cst-Ke,-,-,2015-01-01 14:17,2015-01-01 14:15,2015-01-01 14:16,2015-01-01 14:13,X606075,2.08800,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Passage,12,VHE,VHE,KÄN,KÄN,Karlberg,Ke,Huvudsta,Huv,Ke-Huv,-,-,2015-01-01 14:20,2015-01-01 14:18,2015-01-01 14:19,2015-01-01 14:16,X606075,2.45735,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Passage,Uppehåll,13,VHE,VHE,KÄN,KÄN,Huvudsta,Huv,Sundbyberg,Sub,Huv-Sub,-,-,2015-01-01 14:22,2015-01-01 14:20,2015-01-01 14:21,2015-01-01 14:19,X606075,1.94789,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Passage,14,VHE,VHE,KÄN,KÄN,Sundbyberg,Sub,Duvbo,Duo,Sub-Duo,-,-,2015-01-01 14:25,2015-01-01 14:23,2015-01-01 14:23,2015-01-01 14:21,X606075,2.52229,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Passage,Uppehåll,15,VHE,VHE,KÄN,KÄN,Duvbo,Duo,Spånga,Spå,Duo-Spå,-,-,2015-01-01 14:26,2015-01-01 14:25,2015-01-01 14:25,2015-01-01 14:23,X606075,2.50390,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Uppehåll,16,VHE,VHE,KÄN,KÄN,Spånga,Spå,Barkarby,Bkb,Spå-Bkb,-,-,2015-01-01 14:29,2015-01-01 14:27,2015-01-01 14:28,2015-01-01 14:25,X606075,3.17353,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Uppehåll,17,VHE,VHE,KÄN,KÄN,Barkarby,Bkb,Jakobsberg,Jkb,Bkb-Jkb,-,-,2015-01-01 14:33,2015-01-01 14:30,2015-01-01 14:33,2015-01-01 14:28,X606075,2.90488,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Uppehåll,18,VHE,VHE,KÄN,KÄN,Jakobsberg,Jkb,Kallhäll,Khä,Jkb-Khä,-,-,2015-01-01 14:36,2015-01-01 14:33,2015-01-01 14:37,2015-01-01 14:33,X606075,3.58323,206.00,107.10,0,14,N,P
2538,002538,1,2015-01-01,RST,Uppehåll,Sista,19,VHE,VHE,KÄN,KÄN,Kallhäll,Khä,Kungsängen,Kän,Khä-Kän,-,-,2015-01-01 14:40,2015-01-01 14:37,2015-01-01 14:41,2015-01-01 14:37,X606075,5.16126,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Första,Uppehåll,1,KÄN,KÄN,VHE,VHE,Kungsängen,Kän,Kallhäll,Khä,Kän-Khä,-,-,2015-01-01 13:52,2015-01-01 13:50,2015-01-01 13:53,2015-01-01 13:49,X606013,5.16126,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Uppehåll,2,KÄN,KÄN,VHE,VHE,Kallhäll,Khä,Jakobsberg,Jkb,Khä-Jkb,-,-,2015-01-01 13:56,2015-01-01 13:53,2015-01-01 13:57,2015-01-01 13:53,X606013,3.58323,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Uppehåll,3,KÄN,KÄN,VHE,VHE,Jakobsberg,Jkb,Barkarby,Bkb,Jkb-Bkb,-,-,2015-01-01 13:59,2015-01-01 13:57,2015-01-01 14:00,2015-01-01 13:57,X606013,2.90488,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Uppehåll,4,KÄN,KÄN,VHE,VHE,Barkarby,Bkb,Spånga,Spå,Bkb-Spå,-,-,2015-01-01 14:02,2015-01-01 14:00,2015-01-01 14:04,2015-01-01 14:00,X606013,3.17353,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Passage,5,KÄN,KÄN,VHE,VHE,Spånga,Spå,Duvbo,Duo,Spå-Duo,-,-,2015-01-01 14:05,2015-01-01 14:04,2015-01-01 14:06,2015-01-01 14:04,X606013,2.50390,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Passage,Uppehåll,6,KÄN,KÄN,VHE,VHE,Duvbo,Duo,Sundbyberg,Sub,Duo-Sub,-,-,2015-01-01 14:07,2015-01-01 14:05,2015-01-01 14:09,2015-01-01 14:06,X606013,2.52229,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Passage,7,KÄN,KÄN,VHE,VHE,Sundbyberg,Sub,Huvudsta,Huv,Sub-Huv,-,-,2015-01-01 14:11,2015-01-01 14:09,2015-01-01 14:11,2015-01-01 14:09,X606013,1.94789,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Passage,Uppehåll,8,KÄN,KÄN,VHE,VHE,Huvudsta,Huv,Karlberg,Ke,Huv-Ke,-,-,2015-01-01 14:13,2015-01-01 14:11,2015-01-01 14:13,2015-01-01 14:11,X606013,2.45735,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Uppehåll,9,KÄN,KÄN,VHE,VHE,Karlberg,Ke,Stockholm C,Cst,Ke-Cst,-,-,2015-01-01 14:16,2015-01-01 14:13,2015-01-01 14:17,2015-01-01 14:13,X606013,2.08800,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Uppehåll,10,KÄN,KÄN,VHE,VHE,Stockholm C,Cst,Stockholm Södra,Sst,Cst-Sst,-,-,2015-01-01 14:21,2015-01-01 14:19,2015-01-01 14:22,2015-01-01 14:19,X606013,2.33011,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Uppehåll,11,KÄN,KÄN,VHE,VHE,Stockholm Södra,Sst,Årstaberg,Åbe,Sst-Åbe,-,-,2015-01-01 14:24,2015-01-01 14:22,2015-01-01 14:25,2015-01-01 14:22,X606013,2.61269,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Uppehåll,12,KÄN,KÄN,VHE,VHE,Årstaberg,Åbe,Älvsjö,Äs,Åbe-Äs,-,-,2015-01-01 14:29,2015-01-01 14:25,2015-01-01 14:29,2015-01-01 14:25,X606013,2.91984,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Passage,13,KÄN,KÄN,VHE,VHE,Älvsjö,Äs,Högdalen,Hön,Äs-Hön,-,-,2015-01-01 14:32,2015-01-01 14:30,2015-01-01 14:33,2015-01-01 14:30,X606013,3.62386,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Passage,Uppehåll,14,KÄN,KÄN,VHE,VHE,Högdalen,Hön,Farsta strand,Fas,Hön-Fas,-,-,2015-01-01 14:34,2015-01-01 14:32,2015-01-01 14:36,2015-01-01 14:33,X606013,3.97423,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Uppehåll,15,KÄN,KÄN,VHE,VHE,Farsta strand,Fas,Trångsund,Tåd,Fas-Tåd,-,-,2015-01-01 14:37,2015-01-01 14:36,2015-01-01 14:38,2015-01-01 14:36,X606013,2.03665,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Uppehåll,16,KÄN,KÄN,VHE,VHE,Trångsund,Tåd,Skogås,Skg,Tåd-Skg,-,-,2015-01-01 14:39,2015-01-01 14:38,2015-01-01 14:40,2015-01-01 14:38,X606013,1.65807,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Uppehåll,17,KÄN,KÄN,VHE,VHE,Skogås,Skg,Handen,Hnd,Skg-Hnd,-,-,2015-01-01 14:44,2015-01-01 14:41,2015-01-01 14:46,2015-01-01 14:40,X606013,6.50980,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Uppehåll,18,KÄN,KÄN,VHE,VHE,Handen,Hnd,Jordbro,Jbo,Hnd-Jbo,-,-,2015-01-01 14:47,2015-01-01 14:46,2015-01-01 14:49,2015-01-01 14:46,X606013,2.70859,206.00,107.10,0,14,N,P
2539,002539,1,2015-01-01,RST,Uppehåll,Sista,19,KÄN,KÄN,VHE,VHE,Jordbro,Jbo,Västerhaninge,Vhe,Jbo-Vhe,-,-,2015-01-01 14:51,2015-01-01 14:49,2015-01-01 14:52,2015-01-01 14:49,X606013,2.62940,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Första,Uppehåll,1,VHE,VHE,KÄN,KÄN,Västerhaninge,Vhe,Jordbro,Jbo,Vhe-Jbo,-,-,2015-01-01 14:10,2015-01-01 14:08,2015-01-01 14:11,2015-01-01 14:08,X606027,2.62940,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Uppehåll,2,VHE,VHE,KÄN,KÄN,Jordbro,Jbo,Handen,Hnd,Jbo-Hnd,-,-,2015-01-01 14:13,2015-01-01 14:11,2015-01-01 14:14,2015-01-01 14:11,X606027,2.70859,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Uppehåll,3,VHE,VHE,KÄN,KÄN,Handen,Hnd,Skogås,Skg,Hnd-Skg,-,-,2015-01-01 14:17,2015-01-01 14:14,2015-01-01 14:20,2015-01-01 14:14,X606027,6.50980,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Uppehåll,4,VHE,VHE,KÄN,KÄN,Skogås,Skg,Trångsund,Tåd,Skg-Tåd,-,-,2015-01-01 14:21,2015-01-01 14:20,2015-01-01 14:22,2015-01-01 14:20,X606027,1.65807,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Uppehåll,5,VHE,VHE,KÄN,KÄN,Trångsund,Tåd,Farsta strand,Fas,Tåd-Fas,-,-,2015-01-01 14:24,2015-01-01 14:22,2015-01-01 14:25,2015-01-01 14:22,X606027,2.03665,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Passage,6,VHE,VHE,KÄN,KÄN,Farsta strand,Fas,Högdalen,Hön,Fas-Hön,-,-,2015-01-01 14:27,2015-01-01 14:25,2015-01-01 14:28,2015-01-01 14:25,X606027,3.97423,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Passage,Uppehåll,7,VHE,VHE,KÄN,KÄN,Högdalen,Hön,Älvsjö,Äs,Hön-Äs,-,-,2015-01-01 14:29,2015-01-01 14:27,2015-01-01 14:31,2015-01-01 14:28,X606027,3.62386,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Uppehåll,8,VHE,VHE,KÄN,KÄN,Älvsjö,Äs,Årstaberg,Åbe,Äs-Åbe,-,-,2015-01-01 14:33,2015-01-01 14:31,2015-01-01 14:34,2015-01-01 14:31,X606027,2.91984,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Uppehåll,9,VHE,VHE,KÄN,KÄN,Årstaberg,Åbe,Stockholm Södra,Sst,Åbe-Sst,-,-,2015-01-01 14:36,2015-01-01 14:34,2015-01-01 14:37,2015-01-01 14:34,X606027,2.61269,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Uppehåll,10,VHE,VHE,KÄN,KÄN,Stockholm Södra,Sst,Stockholm C,Cst,Sst-Cst,-,-,2015-01-01 14:39,2015-01-01 14:37,2015-01-01 14:41,2015-01-01 14:37,X606027,2.33011,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Uppehåll,11,VHE,VHE,KÄN,KÄN,Stockholm C,Cst,Karlberg,Ke,Cst-Ke,-,-,2015-01-01 14:45,2015-01-01 14:43,2015-01-01 14:46,2015-01-01 14:43,X606027,2.08800,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Passage,12,VHE,VHE,KÄN,KÄN,Karlberg,Ke,Huvudsta,Huv,Ke-Huv,-,-,2015-01-01 14:48,2015-01-01 14:46,2015-01-01 14:49,2015-01-01 14:46,X606027,2.45735,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Passage,Uppehåll,13,VHE,VHE,KÄN,KÄN,Huvudsta,Huv,Sundbyberg,Sub,Huv-Sub,-,-,2015-01-01 14:50,2015-01-01 14:48,2015-01-01 14:51,2015-01-01 14:49,X606027,1.94789,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Passage,14,VHE,VHE,KÄN,KÄN,Sundbyberg,Sub,Duvbo,Duo,Sub-Duo,-,-,2015-01-01 14:53,2015-01-01 14:51,2015-01-01 14:53,2015-01-01 14:51,X606027,2.52229,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Passage,Uppehåll,15,VHE,VHE,KÄN,KÄN,Duvbo,Duo,Spånga,Spå,Duo-Spå,-,-,2015-01-01 14:54,2015-01-01 14:53,2015-01-01 14:55,2015-01-01 14:53,X606027,2.50390,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Uppehåll,16,VHE,VHE,KÄN,KÄN,Spånga,Spå,Barkarby,Bkb,Spå-Bkb,-,-,2015-01-01 14:57,2015-01-01 14:55,2015-01-01 14:58,2015-01-01 14:55,X606027,3.17353,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Uppehåll,17,VHE,VHE,KÄN,KÄN,Barkarby,Bkb,Jakobsberg,Jkb,Bkb-Jkb,-,-,2015-01-01 15:01,2015-01-01 14:58,2015-01-01 15:03,2015-01-01 14:58,X606027,2.90488,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Uppehåll,18,VHE,VHE,KÄN,KÄN,Jakobsberg,Jkb,Kallhäll,Khä,Jkb-Khä,-,-,2015-01-01 15:06,2015-01-01 15:03,2015-01-01 15:07,2015-01-01 15:03,X606027,3.58323,206.00,107.10,0,14,N,P
2540,002540,1,2015-01-01,RST,Uppehåll,Sista,19,VHE,VHE,KÄN,KÄN,Kallhäll,Khä,Kungsängen,Kän,Khä-Kän,-,-,2015-01-01 15:10,2015-01-01 15:07,2015-01-01 15:11,2015-01-01 15:07,X606027,5.16126,206.00,107.10,0,14,N,P
2541,002541,1,2015-01-01,RST,Första,Uppehåll,1,KÄN,KÄN,VHE,VHE,Kungsängen,Kän,Kallhäll,Khä,Kän-Khä,-,-,2015-01-01 14:22,2015-01-01 14:20,2015-01-01 14:23,2015-01-01 14:19,X606054,5.16126,206.00,107.10,0,14,N,P
2541,002541,1,2015-01-01,RST,Uppehåll,Uppehåll,2,KÄN,KÄN,VHE,VHE,Kallhäll,Khä,Jakobsberg,Jkb,Khä-Jkb,-,-,2015-01-01 14:26,2015-01-01 14:23,2015-01-01 14:27,2015-01-01 14:23,X606054,3.58323,206.00,107.10,0,14,N,P
2541,002541,1,2015-01-01,RST,Uppehåll,Uppehåll,3,KÄN,KÄN,VHE,VHE,Jakobsberg,Jkb,Barkarby,Bkb,Jkb-Bkb,-,-,2015-01-01 14:29,2015-01-01 14:27,2015-01-01 14:30,2015-01-01 14:27,X606054,2.90488,206.00,107.10,0,14,N,P
2541,002541,1,2015-01-01,RST,Uppehåll,Uppehåll,4,KÄN,KÄN,VHE,VHE,Barkarby,Bkb,Spånga,Spå,Bkb-Spå,-,-,2015-01-01 14:33,2015-01-01 14:30,2015-01-01 14:34,2015-01-01 14:30,X606054,3.17353,206.00,107.10,0,14,N,P
2541,002541,1,2015-01-01,RST,Uppehåll,Passage,5,KÄN,KÄN,VHE,VHE,Spånga,Spå,Duvbo,Duo,Spå-Duo,-,-,2015-01-01 14:35,2015-01-01 14:34,2015-01-01 14:36,2015-01-01 14:34,X606054,2.50390,206.00,107.10,0,14,N,P
2541,002541,1,2015-01-01,RST,Passage,Uppehåll,6,KÄN,KÄN,VHE,VHE,Duvbo,Duo,Sundbyberg,Sub,Duo-Sub,-,-,2015-01-01 14:37,2015-01-01 14:35,2015-01-01 14:39,2015-01-01 14:36,X606054,2.52229,206.00,107.10,0,14,N,P
2541,002541,1,2015-01-01,RST,Uppehåll,Passage,7,KÄN,KÄN,VHE,VHE,Sundbyberg,Sub,Huvudsta,Huv,Sub-Huv,-,-,2015-01-01 14:40,2015-01-01 14:39,2015-01-01 14:41,2015-01-01 14:39,X606054,1.94789,206.00,107.10,0,14,N,P
2541,002541,1,2015-01-01,RST,Passage,Uppehåll,8,KÄN,KÄN,VHE,VHE,Huvudsta,Huv,Karlberg,Ke,Huv-Ke,-,-,2015-01-01 14:43,2015-01-01 14:40,2015-01-01 14:43,2015-01-01 14:41,X606054,2.45735,206.00,107.10,0,14,N,P
2541,002541,1,2015-01-01,RST,Uppehåll,Uppehåll,9,KÄN,KÄN,VHE,VHE,Karlberg,Ke,Stockholm C,Cst,Ke-Cst,-,-,2015-01-01 14:46,2015-01-01 14:44,2015-01-01 14:47,2015-01-01 14:43,X606054,2.08800,206.00,107.10,0,14,N,P
2541,002541,1,2015-01-01,RST,Uppehåll,Uppehåll,10,KÄN,KÄN,VHE,VHE,Stockholm C,Cst,Stockholm Södra,Sst,Cst-Sst,-,-,2015-01-01 14:51,2015-01-01 14:49,2015-01-01 14:52,2015-01-01 14:49,X606054,2.33011,206.00,107.10,0,14,N,P
2541,002541,1,2015-01-01,RST,Uppehåll,Uppehåll,11,KÄN,KÄN,VHE,VHE,Stockholm Södra,Sst,Årstaberg,Åbe,Sst-Åbe,-,-,2015-01-01 14:54,2015-01-01 14:52,2015-01-01 14:55,2015-01-01 14:52,X606054,2.61269,206.00,107.10,0,14,N,P
2541,002541,1,2015-01-01,RST,Uppehåll,Uppehåll,12,KÄN,KÄN,VHE,VHE,Årstaberg,Åbe,Älvsjö,Äs,Åbe-Äs,-,-,2015-01-01 14:57,2015-01-01 14:56,2015-01-01 14:59,2015-01-01 14:55,X606054,2.91984,206.00,107.10,0,14,N,P
