From,Departure Delay,Count,TotalDepartures,Std_Delay,Probability
Jbo,8.0,258,49678,3.3730762825140057,0.005193445790893353
Jbo,9.0,209,49678,3.3730762825140057,0.0042070936833205844
Jbo,10.0,162,49678,3.3730762825140057,0.0032610008454446635
Jbo,11.0,174,49678,3.3730762825140057,0.0035025564636257498
Jbo,12.0,145,49678,3.3730762825140057,0.002918797053021458
Jbo,13.0,134,49678,3.3730762825140057,0.002697371069688796
Jbo,14.0,109,49678,3.3730762825140057,0.0021941301984781995
Jbo,15.0,84,49678,3.3730762825140057,0.0016908893272676033
Jbo,16.0,83,49678,3.3730762825140057,0.0016707596924191795
Jbo,17.0,53,49678,3.3730762825140057,0.001066870646966464
Jbo,18.0,50,49678,3.3730762825140057,0.0010064817424211925
Jbo,19.0,61,49678,3.3730762825140057,0.0012279077257538549
Jbo,20.0,46,49678,3.3730762825140057,0.0009259632030274971
Jbo,21.0,40,49678,3.3730762825140057,0.000805185393936954
Jbo,22.0,35,49678,3.3730762825140057,0.0007045372196948348
Jbo,23.0,33,49678,3.3730762825140057,0.0006642779499979871
Jbo,24.0,25,49678,3.3730762825140057,0.0005032408712105962
Jbo,25.0,24,49678,3.3730762825140057,0.0004831112363621724
Jbo,26.0,23,49678,3.3730762825140057,0.00046298160151374854
Jbo,27.0,24,49678,3.3730762825140057,0.0004831112363621724
Jbo,28.0,10,49678,3.3730762825140057,0.0002012963484842385
Jbo,29.0,16,49678,3.3730762825140057,0.0003220741575747816
Jbo,30.0,178,49678,3.3730762825140057,0.003583075003019445
Jkb,0.0,31440,43347,3.509172549778898,0.7253097100145339
Jkb,1.0,4411,43347,3.509172549778898,0.10176021408632661
Jkb,2.0,2018,43347,3.509172549778898,0.04655454818095831
Jkb,3.0,1229,43347,3.509172549778898,0.028352596488799685
Jkb,4.0,865,43347,3.509172549778898,0.01995524488430572
Jkb,5.0,621,43347,3.509172549778898,0.01432625095162295
Jkb,6.0,502,43347,3.509172549778898,0.011580962927076844
Jkb,7.0,354,43347,3.509172549778898,0.008166655131843035
Jkb,8.0,310,43347,3.509172549778898,0.007151590652178928
Jkb,9.0,204,43347,3.509172549778898,0.004706208042079036
Jkb,10.0,157,43347,3.509172549778898,0.0036219346206196506
Jkb,11.0,146,43347,3.509172549778898,0.0033681685007036243
Jkb,12.0,129,43347,3.509172549778898,0.002975984497197038
Jkb,13.0,117,43347,3.509172549778898,0.002699148730015918
Jkb,14.0,94,43347,3.509172549778898,0.0021685468429187716
Jkb,15.0,102,43347,3.509172549778898,0.002353104021039518
Jkb,16.0,63,43347,3.509172549778898,0.001453387777700879
Jkb,17.0,63,43347,3.509172549778898,0.001453387777700879
Jkb,18.0,70,43347,3.509172549778898,0.001614875308556532
Jkb,19.0,35,43347,3.509172549778898,0.000807437654278266
Jkb,20.0,37,43347,3.509172549778898,0.0008535769488084527
Jkb,21.0,36,43347,3.509172549778898,0.0008305073015433594
Jkb,22.0,31,43347,3.509172549778898,0.0007151590652178929
Jkb,23.0,28,43347,3.509172549778898,0.0006459501234226129
Jkb,24.0,34,43347,3.509172549778898,0.0007843680070131727
Jkb,25.0,27,43347,3.509172549778898,0.0006228804761575196
Jkb,26.0,13,43347,3.509172549778898,0.00029990541444621313
Jkb,27.0,21,43347,3.509172549778898,0.00048446259256695965
Jkb,28.0,10,43347,3.509172549778898,0.00023069647265093316
Jkb,29.0,17,43347,3.509172549778898,0.00039218400350658636
Jkb,30.0,163,43347,3.509172549778898,0.0037603525042102107
Kda,0.0,10797,19478,3.205737166673005,0.5543176917548003
Kda,1.0,3881,19478,3.205737166673005,0.19925043638977308
Kda,2.0,1899,19478,3.205737166673005,0.09749460930280317
Kda,3.0,1074,19478,3.205737166673005,0.05513913132765171
Kda,4.0,571,19478,3.205737166673005,0.029315124756135128
Kda,5.0,324,19478,3.205737166673005,0.016634151350241298
Kda,6.0,186,19478,3.205737166673005,0.009549235034397783
Kda,7.0,143,19478,3.205737166673005,0.007341616182359585
Kda,8.0,72,19478,3.205737166673005,0.0036964780778313993
Kda,9.0,64,19478,3.205737166673005,0.0032857582914056884
Kda,10.0,34,19478,3.205737166673005,0.001745559092309272
Kda,11.0,47,19478,3.205737166673005,0.0024129787452510524
Kda,12.0,40,19478,3.205737166673005,0.002053598932128555
Kda,13.0,32,19478,3.205737166673005,0.0016428791457028442
Kda,14.0,35,19478,3.205737166673005,0.001796899065612486
Kda,15.0,34,19478,3.205737166673005,0.001745559092309272
Kda,16.0,21,19478,3.205737166673005,0.0010781394393674915
Kda,17.0,24,19478,3.205737166673005,0.0012321593592771332
Kda,18.0,22,19478,3.205737166673005,0.0011294794126707054
Kda,19.0,20,19478,3.205737166673005,0.0010267994660642776
Kda,20.0,11,19478,3.205737166673005,0.0005647397063353527
Kda,21.0,20,19478,3.205737166673005,0.0010267994660642776
Kda,22.0,7,19478,3.205737166673005,0.0003593798131224972
Kda,23.0,12,19478,3.205737166673005,0.0006160796796385666
Kda,24.0,5,19478,3.205737166673005,0.0002566998665160694
Kda,25.0,10,19478,3.205737166673005,0.0005133997330321388
Kda,26.0,5,19478,3.205737166673005,0.0002566998665160694
Kda,27.0,5,19478,3.205737166673005,0.0002566998665160694
Kda,28.0,3,19478,3.205737166673005,0.00015401991990964166
Kda,29.0,8,19478,3.205737166673005,0.00041071978642571105
Kda,30.0,72,19478,3.205737166673005,0.0036964780778313993
Ke,0.0,23928,50215,3.581304077812778,0.4765110026884397
Ke,1.0,16230,50215,3.581304077812778,0.3232101961565269
Ke,2.0,3338,50215,3.581304077812778,0.06647416110723887
Ke,3.0,1642,50215,3.581304077812778,0.03269939261176939
Ke,4.0,844,50215,3.581304077812778,0.016807726774868068
Ke,5.0,590,50215,3.581304077812778,0.011749477247834312
Ke,6.0,806,50215,3.581304077812778,0.016050980782634672
Ke,7.0,510,50215,3.581304077812778,0.010156327790500847
Ke,8.0,351,50215,3.581304077812778,0.006989943244050583
Ke,9.0,272,50215,3.581304077812778,0.005416708154933785
Ke,10.0,218,50215,3.581304077812778,0.004341332271233695
Ke,11.0,171,50215,3.581304077812778,0.0034053569650502836
Ke,12.0,124,50215,3.581304077812778,0.0024693816588668726
Ke,13.0,114,50215,3.581304077812778,0.002270237976700189
Ke,14.0,153,50215,3.581304077812778,0.003046898337150254
Ke,15.0,104,50215,3.581304077812778,0.002071094294533506
Ke,16.0,89,50215,3.581304077812778,0.0017723787712834811
Ke,17.0,75,50215,3.581304077812778,0.0014935776162501246
